pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
349,Behavioral Therapist,CENTER FOR AUTISM AND RELATED DISORDERS,"Implementing one on one behavioral intervention programs to help patients with Autism. Working in patients homes, CARD Centers, community settings, schools, or even in natural settings like parks and playgrounds technicians guide clients through life and teach important life skills in order to foster independence.",12,2017,13,9999,"Elk Grove, CA"
349,Clerk III,Los Rios Community College District,I organize and maintain employee files for all student employees in the los rios community college district.,11,2016,10,2017,HR Department
349,Teaching Assistant,Mills College,"Leading students through lab, tutoring struggling students, grading papers",08,2012,05,2016,Oakland CA
349,Research Assistant,DREU,Create a program that could receive coordinates and transmit sound to the user through headphones. The location of the sound would tell the user the location of the coordinates in relation to the user. I also helped create motions that could be connected to actions through a kinect.,06,2014,08,2014,Clemson University
349,Research Assistant,DREU,Create a new electronic voting system so that visually impaired voters can write in a candidate for election. Then constructed and ran a study comparing our typing system to another pre-existing system.,06,2013,08,2013,Clemson University
350,Social Media Strategist,TheaOrozco.com,"I help small businesses and entrepreneurs bring in more customers. As a social media manager and consultant I focus on authentic marketing.

My first foray into using social media for business took place nearly a decade ago when I was using MySpace to promote the yarn store my family had opened. Shortly after that I started helping other businesses who wanted to understand this new thing called social media.

I'm still as excited about social media marketing as I was 10 years ago. Now, I use m... See more",06,2005,13,9999,
350,Marketing and Mindset Strategist for introverted business owners,Introvertology,"Introverts CAN succeed in business.

I help introverts overcome overwhelm and grow their business in an authentic way.
... See more",06,2016,13,9999,
350,Life Coach and Consultant,Introvertology,"I worked with introverts who want a bigger life but are overwhelmed by the details.

As one of my clients puts it, ""it's nice to have someone on my side.""
... See more",11,2013,06,2016,Greater Los Angeles Area
350,Contributing Writer,The Huffington Post,I hope to empower introverts during their journey.,09,2015,13,9999,
350,WordPress Designer,Self Employed,"I set up WordPress sites for companies and individuals, giving them the tools and knowledge they needed to grow their business using their website.",02,2012,02,2016,
350,Co-owner,That Yarn Store,"Created a community for knitters. Hosted many fantastic events which blended knitting, community, and fun.",06,2005,09,2007,
350,Technical Assistant,Mills College,,10,1999,04,2003,
351,"Sr. Manager, Security Engineering",Apple,,04,2018,13,9999,San Francisco Bay Area
351,Manager Internet Software & Services Pentest Team,Apple,,10,2016,13,9999,San Francisco Bay Area
351,Senior Information Security Architect,Apple,,02,2015,13,9999,
351,Application Security Engineer,Square,,10,2013,11,2014,
351,Principal Security Engineer,iSEC Partners,,03,2012,08,2013,
351,Senior Security Consultant,iSEC Partners,,03,2011,02,2012,
351,Security Consultant,iSEC Partners,,06,2008,02,2011,
352,VP of Sales & Services,StreetLight Data,"StreetLight Data makes it easy and intuitive to use Big Data for transportation and urban planning, retail, and real estate. We take the hassle out of Big Data by transforming billions of geospatial data points from mobile devices into Metrics that describe group travel patterns and demographics. With our easy-to-use web app, StreetLight InSight, you can design and download custom Metrics in minutes. Learn more at www.streetlightdata.com.",10,2016,13,9999,San Francisco
352,Head of Sales - Consumer Group & 3D Printing,Autodesk,"• Responsible for design, implementation and management of direct and indirect sales strategy and processes for Autodesk’s new Consumer Market Group
• Manage all sales personnel including Sales Development, Inside/Field Sales, Delivery team
• Key global responsibilities include customer acquisition and success, business de... See more",02,2012,10,2016,San Francisco Bay Area
352,Sales Director - Major Accounts,Autodesk,"• Helped lead the growth of Autodesk from $800 million to over $2 billion in 6 years
• Achieved over 120% annual quota and made Club in 2002, 2003, 2005, 2006 and 2008. Achieved 100% of quota all the other years
• Forecast accuracy of 95%+... See more",02,2006,02,2012,San Francisco Bay Area
352,Sales Manager - Western Region,Autodesk,,08,2001,02,2006,
352,Sales,Buzzsaw.com,,07,2000,08,2001,
352,Sales Director / GM - Primavera Systems,Oracle,,01,1998,06,2000,
352,General Manager - San Francisco Office,Kelar Corporation,,09,1984,00,1998,San Francisco Bay Area
354,Director of Enrollment Management Operations,California College of the Arts,,06,2018,13,9999,"San Francisco, California"
354,Enrollment Services Business Analyst,Mills College,"Optimizing operations, processing and utilization of technology and resources for Admissions, Financial Aid, Student Accounts and Student Records. And having a ball doing it.",12,2016,06,2018,"Oakland, CA"
354,Director of Admissions Operations,Mills College,"Manage data and processes, implement and manage CRM and paperless records and file review, coordinate data between Admissions CRM and campus ERP (Banner)",06,2013,12,2016,
354,Coordinator of Admissions Operations and Technology,Mills College,"Use technology to make everyone's jobs easier, more efficient, and all around more enjoyable.",01,2006,05,2013,
355,Principal Software Engineer,salesforce.com,"Software engineer at Salesforce as the company has grown from 767 people when I started to the 25,000+ person enterprise cloud CRM leader it is today. Worked across the suite of products, including product development work on the Sales Cloud, the Salesforce Platform, and the Lightning UI. Also worked on core Salesforce services ranging from user login, free trial & signup, and feature adoption management. Currently focused on developing the latest user interface frameworks that are used across all of the core Salesforce products.",02,2005,13,9999,
355,Senior Database and Website Developer,Montgomery Watson Harza,Lead developer on project scheduling and financial reporting system for large-scale environmental clean-up projects. Integrated data from Primavera Project Planner and JD Edwards accounting system into custom reporting application. Developed website for document management of government contract projects. Managed junior developer.,09,2001,08,2002,
355,Engineering Team Lead,LoopNet,"Led design and development of several major new product releases, and dozens of product enhancement releases for the LoopNet commercial real estate website. Led reengineering of companys core application in Java framework utilizing XML and XSLT templating for UI flexibility.... See more",01,1999,03,2001,
355,Java Programmer,HMG,"Technical Lead in the development of Java based Internet course delivery system for Stanford Radiology Department's Continuing Medical Education office. Developed Java course management engine based on 3rd party extendible framework, building business objects and utilizing proprietary JSP-like library tags and scriptlets (prior to the release of JSP 1... See more",02,1997,01,1999,
355,Web Developer,Software Development Magazine,"Redesigned Software Development Magazine website. Developed searchable database of product reviews and magazine articles using WAIS. Developed Shockwave trivia game engine, and created graphics, layout and HTML.",09,1996,12,1996,
355,Quality Assurance Lead,Tailored Solutions,"Lead tester for product responsible for the entire testing cycle for new releases including product feature specification, test plan development, product testing, bug tracking and reporting, and writing and editing of technical documentation. Trained new QA staff as department expanded, trained clients at company sponsored user groups.",02,1993,01,1996,
356,Data Analyst,"Stanford Genome Technology Center, Ji Research Group","Organize, parse and migrate raw data pertaining to clinical cancer and genomics research and grant application process, with goal of web based interactive visual display. Technologies and platforms used include Python, Ruby, Ruby on Rails, cBioPortal, JavaScript.",11,2017,13,9999,
356,Web Application Developer for Ji Research Group,Stanford Genome Technology Center,"Develop Ruby on Rails apps, contribute upgrades, code and troubleshooting for Information Management Rails Applications. Web development on external and internal websites. Database development for Rails apps. Managed and organized genetic sequence data files on Linux devices.",01,2011,01,2015,
356,Web Development Professional,Freelance/Independent Contractor,,10,2010,02,2011,
356,Web Producer,"O'Reilly Media, Inc.",,06,2007,07,2010,
356,Student Intern,Sun Microsystems,"Web content, Java utility and Servlet/jsp Web Application developer, Community Site support for Java.net",01,2006,05,2007,
356,Web Developer/Desktop Sys Admin,Acuson Corp.,,10,1998,07,2001,
356,Web Designer/Developer,Acer America,,06,1999,06,2000,
360,"Sole Proprietor, CERTIFIED FINANCIAL PLANNER (TM)","Acorn Financial Planning, a Registered Investment Advisor","I support select private clients with their financial responsibilities. As a CERTIFIED FINANCIAL PLANNER ™, I have a fiduciary responsibility to my clients, unlike brokers, dealers, and other financial professionals. As an independent financial planner, I work only for the client, and I do what is best for them, without consideration for a financial company's bottom line. Advice based on academic and scientific research, not marketing research. See http://www.pbs.org/wgbh/pages/frontline/retirement-gamble/",00,2013,13,9999,"Los Altos, CA"
360,National Board Chair,Emerge America,"Emerge America is the premier training program for Democratic women. Founded in 2005, Emerge America now operates in 16 states and growing, has trained over 2,000 Democratic women to run for office and has offices in SF and DC. There are over 300 Emerge graduates running for office across the United States in 2016, including over 100 running for s... See more",10,2014,13,9999,
360,"Vice Chair, Finance Commission",City of Los Altos,,06,2014,13,9999,
360,Past President,Peninsula Democratic Coalition,"The highly respected Peninsula Democratic Coalition (PDC) is the largest Democratic Club in Santa Clara County, with a long history of providing members with fellowship with like-minded people, access to elected officials, and promoting Democratic candidates and ideals. We have members in Palo Alto, East Palo Alto, Stanford, Mountain View, Los Altos, Los Altos ... See more",02,2013,13,9999,Silicon Valley
360,"Member, Investment Committee",Los Altos Community Foundation,,01,2012,13,9999,"Los Altos, CA"
360,"District Representative, Region 5",California Democratic Party State Central Committee,,01,2009,13,9999,Santa Clara County
360,Hillary for America National Finance Committee,Hillary For America,I am fundraising for Hillary Clinton for President in 2016. Please contact me if you are interested in being a fundraiser for Hillary and I'll help you get set up. Please donate at https://www.hillaryclinton.com/donate/?raiser=41215. Early donations will be attributed to later events (ie you don't have to wait until an event to donate). Early donations are bein... See more,04,2015,11,2016,
360,Democratic National Convention Delegate,California Democratic Party,I was elected to be a delegate to the Democratic National Convention in Philadelphia in July. I received the most votes in my Congressional district. Thank you Representative Anna Eshoo and others for your support.,05,2016,08,2016,Greater Philadelphia Area
360,"Past Chair, Citizens Advisory Commission on Elections (CACE)",Santa Clara County,"The Commission acts in an advisory capacity to the County Board of Supervisors and the Registrar of Voters with respect to promoting the integrity, efficiency and accuracy of voter registration and election processes, encouraging the widest possible citizen participation in elections, promoting voter education and outreach, and providing information and a... See more",04,2010,04,2015,
360,CERTIFIED FINANCIAL PLANNER (TM),Founders Financial Network,"Founders Financial Network was an independent full-service financial planning and wealth management firm dedicated to helping clients solve problems and achieve their financial goals. They specialized in tax-sensitive planning and investing. I share their big picture, independent (i.e unbiased by financial incentives) evidence-based approach, bringing logic, tran... See more",07,2010,07,2013,"Cupertino, CA"
360,"Elected Delegate, CA CD 18",California Delegation to the Democratic National Convention,,05,2012,06,2012,"Charlotte, NC"
360,Sole Proprieter,AcornFP,"After taking a year off to run Hillary Clinton's presidential field campaign in Silicon Valley, I returned to my career with Acorn Financial Planning, working with a select group of private clients:
• Budgeting and cash flow analysis... See more",06,2005,06,2010,
360,Field Organizer,Hillary Clinton for President,"I fulfilled a longtime desire, I worked for a presidential campaign in 2007-2008. I did fundraising, ran the Silicon Valley campaign office, and ran the Northern California Superdelegates project as well as volunteering and doing volunteer organizing in several other states.",00,2007,00,2008,
360,Board Member,Outlet,"Founded in 1997, Outlet is a Lesbian, Gay, Bisexual, Transgender, Queer and Questioning (LGBTQQ) Youth organization based in Mountain View, California. As the Peninsula's only comprehensive LGBTQQ Youth organization, including bilingual Spanish language services, Outlet works with local communities to support and empower LGBTQQ Youth.",04,2002,00,2005,"Mountain View, CA"
360,Director of Engineering,palm,Palm was great and then it crushed any remaining capacity I had for working for a corporation with bad top management. It still makes me sad to think about it.,00,2000,00,2002,
360,Director of Engineering,remedy,,00,1996,00,1998,
360,Research and Development,sun microsystems,"Started by developing an open hypertext system (before HTML or browsers); became one of the first 100 engineers in Sunlabs when it was formed, working on realtime remote networked collaboration; came over to what became Javasoft to manage the first releases of the original Java product, and finally managed the Hot Java Browser product. I had a really grea... See more",00,1984,00,1996,
360,National Executive Committee member,Computer Professionals for Social Responsibility,"CPSR is a global organization promoting the responsible use of computer technology. Founded in 1981, CPSR educates policymakers and the public on a wide range of issues. CPSR has incubated numerous projects such as Privaterra, the Public Sphere Project, EPIC (the Electronic Privacy Information Center), the 21st Century Project, the Civil Society Pr... See more",00,1989,00,1993,
360,"Intern, Western Software Lab (WSL)",Digital Equipment Corporation,"I worked on development tools as an intern at DEC WSL the summer in between my two years at Stanford. I just looked at all my resumes for details and I never included this on my resume! But 11 years later I returned to the same offices - as a senior manager for Javasoft at Sun. It was weird taking an office that used to belong to Smokey or Richard or Loretta, peo... See more",06,1985,09,1985,
360,Intern,DEC,,00,0000,00,0000,
363,Teacher,Oakland Unified School District,,00,0000,00,0000,
364,Owner,Aromatic Messages,,00,1998,13,9999,
364,Owner,Streamline Conference Interpreting,,00,2009,13,9999,San Francisco Bay Area
364,Video Interpreter,"Purple Communications, Inc",,00,2002,13,9999,
364,Student Telephone Administrator,Mills College,,00,2000,00,2004,
365,Contractor,LanguageWire,,09,2018,13,9999,
365,Translator (Freelance),deutschenglisch@gmail.com,Technical Translations and Terminology- German into English.,08,2003,08,2017,Global
365,Assistant Marketing Manager,SERACOM SA,worked alongside development team and Marketing Manager to adapt software to English-speaking markets.,02,2005,02,2006,"Bucharest, Romania"
365,Technical Translator,SAP,,06,2001,07,2003,
366,Principal Oboe,Oakland East Bay Symphony,,00,0000,00,0000,
366,Lead Software Engineer,SoftwareAG,"Java software engineer working on webMethods Product Line for the web based Monitor product, Eclipse based Designer product and server side Debugger product",04,2000,13,9999,SoftwareAG
370,Web Developer,Mills College,,00,0000,00,0000,
370,Morning Show Producer,KBLX,,00,1998,00,2001,
370,Associate Producer,KMEL,,00,1996,00,1998,
372,Software Engineer,Telnyx,"Telnyx offers dynamic, self-service access to carrier-grade communication services. We are focused on powering developers and businesses to provision and integrate tier-1 voice, messaging, data, and other forms of real-time communication into their applications and to securely deliver that communication globally.",05,2015,13,9999,Greater Chicago Area
372,Senior Software Engineer,"Property Panorama, Inc.","● Designed database using Python/Django
● Created Dynamic Web Pages with HTML/CSS and Javascript/jQuery
● Developed automated recurring billing in Python
● Automated Video creation and upload with Python, dvd­slideshow, and YouTube D... See more",01,2013,12,2014,"Cleveland/Akron, Ohio Area"
372,Multimedia Editor / Web Developer,"Property Panorama, Inc.","● Designed database using Python/Django
● Re­designed flagship product using Python/Django
● Created Dynamic Web Pages with HTML/CSS and Javascript/jQuery
● Created HTML based email alerts using Python/Django... See more",06,2012,01,2013,"Cleveland/Akron, Ohio Area"
372,Web Developer,Self Employed,Website and Database Development and Website Testing,06,2009,08,2010,San Francisco Bay Area
372,Security Consultant Intern,iSEC Partners,Researched Rich Internet Applications such as Prism and Google Gears.,06,2008,08,2008,San Francisco Bay Area
372,Service Attendent,Bob Evans,,00,2004,00,2008,"Cleveland/Akron, Ohio Area"
373,Programmer/Analyst,MIEC,,00,0000,00,0000,
375,Senior Software Engineer,Brainshark,"Engineer and lead team responsible for web multimedia player on CI/CD principles. Prioritize customer success, product enhancements, test automation, and tech modernization to create a compelling ""continuous"" sales enablement solution.",08,2018,13,9999,Greater Boston Area
375,Full Stack Software Engineer,Brainshark,"Support existing multimedia player in HTML5, backboneJS and develop replacement player in Angular, NgRx. Dedicated to producing quality products that are architected for easy maintenance. Led self-directed research and engineering talk about augmented reality using WebRTC, threeJS.",07,2017,08,2018,"Boston, Massachusetts"
375,Software Developer,Instant Technologies,Developed and supported on-premise .NET applications that leverage Microsoft Lync/Skype for Business to deliver enterprise service desk and compliance solutions. Led development of cutting-edge integration platform for service desk application with external CRM and ticketing systems. Streamline help desk incident creation and deflection by dynamically surf... See more,06,2015,07,2017,"Portsmouth, New Hampshire"
375,Software Engineer iOS Intern,Edmodo,"Oriented to business goals and partnered with fellow intern to research, design, and build user interface component. Left due to chronic illness, see volunteer position with CCFA",00,0000,00,0000,"San Mateo, California"
375,Research Assistant,University of New Hampshire,Conducted study on behalf of Ocean Mapping department to gauge comprehension of innovative 3D data-visualization. Recruited participants and administered experiment over several weeks. Recorded participant data for grant compliance and distributed participation prizes. Responsible as main point of contact between study-participants and UNH r... See more,05,2014,06,2014,"Durham, NH"
375,Digital Media & Technology Intern,City of Philadelphia Mural Arts Program,Researched and interviewed local artist-activists within the Philadelphia area as a part of a social media campaign for the nation's largest public arts program. Authored several blog posts about artists' stories and community impact for muralarts.org.,02,2014,05,2014,"Philadelphia, Pennsylvania"
375,Peer Tutor,Mills College,"Peer tutor for the subjects of Discrete Math I & II, Intro to Computer Science, and Corporate Finance. Held one office hour per week and 3-4 private appointments for undergraduates and graduate students. Engaged with multiple ""regulars"" by increasing the tutees' comprehension and retention of subject matter with guided examples and reviewing notes.",01,2013,12,2013,"Oakland, CA"
375,Teachers Aide and Grader,Mills College,"Teachers aide for Linear Algebra and grader for Computer Architecture. Created grading rubrics for homework, labs and exams 6 hours per week. Reviewed concepts and explained math proofs to increase understanding and retention of subject matter for undergraduate students.",09,2012,12,2013,"Oakland, CA"
375,Research Assistant to Lead,University of New Hampshire,Analyzed video footage for Ocean Mapping Chart-of-the-Future Project to maximize mariner safety and navigational efficiency. Exercised great attention to detail and discretion to determine where participants were looking during a navigational simulation. Coded video footage into categories based on where the participant's attention was focused.,00,0000,00,0000,"Durham, NH"
375,Administrative Assistant,University of New Hampshire,Supported operations by assisting multiple department administrators. Processed orders and filed receipts according to business procedures. Managed and couriered confidential documents. Planned a crowd-pleasing student orientation brunch for 60 international students and faculty by surveying menu preferences and coordinating catering services.,07,2008,08,2011,"Durham, NH"
377,Laboratory Coordinator,Mills College,,00,0000,00,0000,
379,Senior Product Designer,Vineti,"Vineti creates next-generation technology to drive and scale high-value medicine. From production to commercial systems, we digitize and orchestrate the end-to-end process needed for high-value therapies to reach everyone who needs them.

We are hiring: http://jobs.lever.co/vineti",01,2018,13,9999,"San Francisco, California"
379,Founder,Bonfire School,Building community around health and design. We are researching and developing diverse arts and education programs that explore wellbeing across cultures.,04,2015,13,9999,San Francisco
379,"Writer, Technologist and Media Arts Instructor",Freelance,"I write about the social impact of design for Revision Path (revisionpath.com) and Design is Political (designispolitical.com). I also teach and consult with individuals and companies to learn software development from research and design to implementation, primarily focused on web technology stacks like Node.js, Python, HTML, CSS.",02,2010,13,9999,"San Francisco, CA"
379,Design Lead,Capital One,Benchmarked first time small business banking experience and produced designs based on results. Mapped and proposed authentication flows with web and mobile product teams across the enterprise.,02,2016,05,2016,San Francisco
379,Lead Designer,Kaiser Permanente,"Researched, produced, and managed design for organization-wide human resources portal. Hired and managed designers.",09,2014,02,2016,"Oakland, CA"
379,Lead Mobile User Experience Designer,Kaiser Permanente,"Led research and product design for Mobility Center of Excellence in collaboration with business executives, doctors and nurses. Published standards and guidelines for mobile app design in partnership with enterprise brand strategy.",08,2012,08,2014,"Oakland, CA"
379,User Experience Designer,Kaiser Permanente,"Worked as designers and front-end engineer for mobile app prototypes. Led Innovation Labs team of designers, engineers, and facilities managers to collaborate with Xerox PARC to discover new uses for technology in patient rooms.",01,2011,09,2011,"San Leandro, CA"
379,"Front-end Engineer, Design and Interaction Consultant",Chai Labs,"Supported HTML and CSS layouts for all Chai Lab properties using a content management engine I built with PHP, XML, and HTML snippets. Consulted on design and interaction.",07,2008,11,2010,"Mountain View, CA"
379,Technical Reviewer,O'Reilly Media,"Worked with editors and authors to review books for feedback: ""Tapworthy: Designing Great iPhone Apps"" and ""Head First WordPress: A Brain-Friendly Guide to Creating Your Own Custom WordPress Blog""",01,2010,06,2010,"Boston, MA"
379,Technologist and Facilitator,Overlap.org,Built and managed web presence Coordinated music releases and participated in local and international arts events.,10,2008,03,2010,"San Francisco, CA"
379,Interactive Installation Support,The Contemporary Jewish Museum,"Supported interactive, video, and audio art installations in the museum.",06,2008,09,2008,"San Francisco, CA"
379,"Technologist, Design Consultant",Conscious Dancer Magazine,Consulted on print design and launched web presence for healthy lifestyle magazine.,05,2007,06,2008,"Berkeley, CA"
379,Teaching Assistant,Mills College,"Supported computer science, mathematics and education students. Prepared lesson plans, graded papers, mentored students and taught discrete mathematics.",08,2006,12,2007,"Oakland, CA"
379,Graphic Designer,Building Solutions,Created print and web identity for home performance startup.,05,2006,10,2007,"Oakland, CA"
379,Teaching Assistant,San Francisco Art Institute,"Taught physical interactive media classes for Design + Technology department using MaxMSP and Jitter. Focused on audio and video to address addressing notions of space, interactivity, and usability.",01,2005,05,2006,"San Francisco, CA"
379,Education Intern,"Leonardo/ISAST (Journal of the International Society for the Arts, Sciences and Technology)",Coordinated educator participation in the College Art Association annual conference.,10,2004,10,2005,"San Francisco, CA"
379,Various Roles,Oakland University,Set up and maintained a Mac lab for university students. Participated in education grant connecting instructors with technology in the classroom. Tutored students in mathematics. Performed office duties in the art history department and served as an attendant in the university's art gallery.,09,1999,04,2004,"Rochester, MI"
379,Artistic Collaborator,Outside Circle Collective,Met with founding members to plan and participate in art and design events.,00,2003,03,2004,"Rochester, MI"
379,Graphic Designer,M. Beshara,"Produced reprographics and typeset speciality print work like letterpress, offset, engraved, and embossed materials.",01,1998,09,1999,"Oak Park, MI"
381,Vice President,Oracle,"Built first Sustaining Engineering team in Oracle Technology Development. Grew to team of 160 in 8 countries handling defect resolution, supportability and diagnosability for Oracle Technology Products.
In 2005 ran Global Customer Support for Technology Products. Led team of 1800 people in 35 countries providing product support. Although this was not a P&L, this business generated 4 Billion in annual revenue.

Outstanding Attributes:... See more",07,1994,03,2008,
381,Vice President,Oracle USA,,00,1994,00,2008,
381,Senior Manager,Ingres,"Worked as a Database Developer, then managed first team of Sustaining engineering at Ingres.

Left Ingres in 1994 and joined Oracle, when Ingres was acquired by CA.",00,1984,00,1994,
383,"Dentist, Owner",,,01,2011,13,9999,
384,"Director of Product Management, Consignor experience",The RealReal,"Responsible for developing a product roadmap that improved the experiences of Consignors, and grew the company’s supply of physical product.",06,2018,12,2018,"San Francisco, California"
384,"Director, Product Management",Brit + Co,"As Brit + Co’s first product hire my leadership was focused on identifying a profitable commerce product strategy. Working with a team of marketers, merchandisers, and engineers I rapidly evaluated three different commerce models: a marketplace, product licensing and sales, and an electronic product offering. My work resulted in a profitable online cla... See more",11,2014,06,2018,San Francisco Bay Area
384,Senior Product Manager,ModCloth,"Drove key initiatives and informed core strategies that are yielded YOY growth in revenue, conversion, and engagement. Accomplishments included:

User-experience design: A significant lift in conversion rate through a full redesign ... See more",09,2013,10,2014,San Francisco Bay Area
384,"Senior Product Manager, Ad Product",Technorati Media,"Lead Ad Product by identifying and executing key product solutions. Responsibilities included:

- Building a cross-functional team to immediately respond to revenue opportunities
- Developing social engaging ad formats optimized for mobile web... See more",01,2012,09,2013,"San Francisco, Ca"
384,Senior Product Manager,Common Sense Media,"Drove key initiatives on product roadmap as part of the redesign/expansion of site.

Strategically guided the design and development of features that dramatically improved user experience, including registration, personalized content, and revenue-generating fe... See more",12,2007,11,2011,"San Francisco, Ca"
384,"Program Manager, Communities",Anita Borg Institute for Women and Technology,"Developed and implemented a web strategy aimed at strengthening the organization’s brand, improving ties amongst its existing supporters, and growing its community beyond its existing base.",08,2004,11,2007,"Palo Alto, Ca"
384,Non-Profit Professional,Various,"Built a variety of programs that improved the lives of people in need and under-represented communities. Specific contributions include:

Implementing a sector-based workforce development initiative for temporary worke... See more",09,1994,06,2004,California
385,"Chief Of Staff, Platform & Technologies, GCO",SAP,"Chief of Staff for Platform & Technologies with the Global Customer Organization at SAP. This group is responsible for all sales, sales support, and ecosystem business development for the P&T solutions, including SAP HANA, data management, analytics, PaaS offerings, and Intelligent technologies e.g. machine learning, blockchain, AI. As well this organization owns go-to-market for SAP Cloud Platform which is SAP's PaaS solution for both SAP and non-SAP environments.",03,2019,13,9999,SF Bay Area
385,"Chief of Staff, Database and Data Management Sales",SAP,,04,2016,02,2019,"San Ramon, CA"
385,"Chief of Staff, SAP CTO Office - Global Customer Operations",SAP,"Responsible for prioritization and execution of key initiatives for the CTO Office team and it's leaders. The primary focus of the SAP CTO Office for GCO is to work with the SAP product development team to influence product strategy, evangelize key SAP technology strategy topics across all solution areas, and work directly with customers, partners, and ex... See more",07,2014,04,2016,"Dublin, CA"
385,"Exectutive Director, SAP Big Data GTM & Cross Platform Portfolio Strategy",SAP,Provide oversight and support in prioritization and execution of strategic initatives relevant to SAP Big Data GTM team and SAP Cross Platform Portfolio Strategy team.,07,2013,07,2014,
385,"Executive Director, Database and Technology CTO",SAP,"Responsible for ensuring success of key initiatives in the SAP Database & Data Warehousing Solution Management and Strategy Office, supporting the SAP D&T CTO, Irfan Khan.",08,2012,07,2013,"Dublin, CA"
385,Global Operation - Database & Technology GTM,SAP,,01,2012,08,2012,
385,Intelligence Platform Solution Management - Customer Insight,SAP,Manage customer insight programs for the SAP BusinessObjects Intelligence Platform Solution Management team at SAP.,05,2010,12,2011,
385,Program Manager IPNW RIG,SAP,,07,2009,04,2010,
385,"Director, Customer Migration Office",Business Objects,,02,2004,08,2006,
385,"Regional Manager, Sales Consulting West Region",Crystal Decisions,,01,2000,01,2004,
385,Senior Sales Consultant,Crystal Decisions,,02,1998,12,1999,
385,Sales Consultant,Pilot Software,,09,1995,01,1998,
386,Interactive & Immersive Designer | Creative Producer,Convivial Studio,"Creating prototype design examples of AR | VR experiences using C#, the Unity engine and best practices in immersive design. Design around the constraints of AR | VR. Manage production of VR projects. Communicate immersive use cases, scenarios, user experiences. Pre/Pro/Post production practices of 360 media, photogrammetry and VR capture.",01,2018,13,9999,"Santa Fe, New Mexico Area"
386,Emerging | Immersive Media Design | Creative Producer,Convivial Studio,As a Creative Producer I manage both client-driven products as well as in-house media and technology projects. Working with collaborative teams we create emerging media content across media platforms and channels. As immersive storytelling platforms emerge I seek out best practices for design and development optimized for exemplar product-driven ... See more,01,1997,13,9999,San Francisco to Santa Fe
386,Media Producer and Cinematography,Institute –International Cultural Studies,Multi-camera video production at annual summer International Teacher's Institute.,00,2005,00,2018,New Mexico
386,Emerging Media Design,Letter From Cloudcroft Doc Residency,"Produced emerging media, interactive and immersive prototypes with Melinda Hess, Jewish filmmaker and artist in Residence.

http://jewishfilminstitute.org/2015/08/17/jfi-announces-2015-16-filmmaker-in-resid... See more",09,2015,06,2017,"Ninth Street Independent Film Center, San Francisco CA"
386,Creative Producer – UX & Interactive Designer,Tribeca Film Institute,"Produced The Shiprock Experience Project Interactives selected for The Tribeca All Access® program. Designed interactive prototypes augmenting and extending the digital boundaries of the documentary film, The Mayors of Shiprock, by Reel Indian Pictures. Designed two experiences: one a tablet traditional storytelling app, the second a mobile grass-ro... See more",00,2015,00,2017,"Shiprock, New Mexico"
386,Creative Producer,New Mexico Tourism Department,"Produced short form online videos – Journeys of traditional hispanic weavers, fiber arts and artists Ad Campaigns for Arts non-profit and New Mexico Department of Tourism.",02,2014,09,2015,New Mexico
386,Mobile Design – ART CARD App,New Mexico State Tourism Department,UX / UI for Art Card App for Artists. Designed and developed as a participant in The Cocoa Conspiracy Group. Prototype with Proto.io app and development with Xcode.,00,2013,00,2015,New Mexico
386,Content Marketing,Cinema Activismo,Content Marketing across multiple channels and media projects amplifying public awareness and engagement around social documentary films.,12,2009,00,2015,
386,Tribeca Hacks <NDN Country>,Tribeca Film Institute,"New Media UX | UI Designer with a hybrid team of storytellers creating interactive stories around indigenous education and history. Created Nizhoni Kinaalda' interactive storybook app about the world of a Navajo girl's coming of age ceremony.
... See more",00,0000,00,0000,"Institute of American Indian Arts, Santa Fe, New Mexico"
386,Aiming for the Stars: Celebrating Rocket Scientist Robert Goddard,Historical Foundation For SE NM For Robert Goddard Foundation,"Media production participant for Historical Foundation For SE NM For Robert Goddard Foundation covering the legacy of rocket pioneer Robert H. Goddard and his years of research in Roswell.
http://robertgoddard.org",00,0000,00,0000,"Roswell, New Mexico"
386,Cinematographer,New Mexico State University,"HD Video Production for Bridging Ages is an international organization utilizing nearby history to understand life and society of today by recreating the past in an educational setting. Bridging Ages consists of people from schools, communities, museums, local historic societies, and everybody who is interested in the local heritage. Presentations by history repr... See more",00,0000,00,0000,"Las Cruces, New Mexico Area"
386,Tribeca Hacks: Hacking Archives,Tribeca Film Institute,"Filmmaker/Hacker participant at Gray Area Foundation for the Arts. Deployed Mozilla's Popcorn Maker technology enhancing video/ audio with interactive content: associated location-based media and time-based triggered archival clips and photos. Created interactive experiences including: (1) a gesture-based Motion Leap timeline, (2) sound triggered repurpose... See more",00,0000,00,0000,San Francisco Bay Area
386,Media Design & Producer,US Army Corps of Engineers,Produced 6-part series of short videos highlighting aspects of Federal program including volunteer and rural community efforts for Army Corp of Engineers.,03,2012,03,2013,"Abiquiu, New Mexico"
386,Blogger Emerging iTV/Hackathon,Apps World North America,"Expanding muti-screen design beyond the home media center or living room to all areas interacting re-imagining the way we watch, interact and participate with media content. Emerging media developers at the TV HackFest app design and development was quite imaginative and intense!... See more",00,0000,00,0000,San Francisco
